published,directory,view,version,entry_id,text_ocr,ner_xml,persons,activity,act_new,location,cardinality,nb_activities,nb_persons,nb_loc,nb_card,overall_score,geometry
1875,DidotBottin_1875,545,v2:2022-06-20,6333193,"Robillard, fabr. de cartes en feuilles, Buisson-
St-Louis
28.","<PER>Robillard</PER><ACT>, fabr. de cartes en feuilles</ACT><LOC>, Buisson- St-Louis</LOC> <CARDINAL>28</CARDINAL>.",Robillard,", fabr. de cartes en feuilles",", fabr. de cartes en feuilles",", Buisson- St-Louis",28,1,1,1,1,0,POINT EMPTY
1902,DidotBottin_1902a,718,v2:2022-06-20,6337355,"Hansen (J.), cartes geograpluques r. Laro-
Ilkulere.
4.1D","<PER>Hansen (J.),</PER> <ACT>cartes geograpluques</ACT> <LOC>r. Laro- Ilkuler</LOC>e. <CARDINAL>4.1</CARDINAL>D","Hansen (J.),",cartes geograpluques,cartes geograpluques,r. Laro- Ilkuler,4.1,1,1,1,1,"NA",POINT EMPTY
1876,DidotBottin_1876,394,v2:2022-06-20,6341578,"Le Beurriée, O. us, conservateur des plans
relicfs, à l'Hôtel des Invalides.","<PER>Le Beurriée,</PER> <TITRE>O.</TITRE> us, <ACT>conservateur des plans relicfs</ACT>, <LOC>à l</LOC>'<LOC>Hôtel des Invalides</LOC>.","Le Beurriée,",conservateur des plans relicfs,conservateur des plans relicfs,"c(""à l"", ""Hôtel des Invalides"")",NA,1,1,2,0,"0.552, 0",POINT (650804.4 6864017)
1877,DidotBottin_1877,603,v2:2022-06-20,6342831,"Vander, cartes d'échantilons, Cour des Peti-
es-Ecuries, 21.","<PER>Vander</PER>, <ACT>cartes d</ACT>'<ACT>échantilons</ACT>, <LOC>Cour des Peti- es-Ecuries</LOC>, <CARDINAL>21</CARDINAL>.",Vander,"c(""cartes d"", ""échantilons"")","c(""cartes d"", ""echantilons"")",Cour des Peti- es-Ecuries,21,2,1,1,1,"NA",POINT EMPTY
1860,DidotBottin_1860a,213,v2:2022-06-20,6342990,"Desjardins (Constant), cartes géographiques,
Bonaparte, 19.","<PER>Desjardins (Constant),</PER> <ACT>cartes géographiques</ACT>, <LOC>Bonaparte</LOC>, <CARDINAL>19</CARDINAL>.","Desjardins (Constant),",cartes géographiques,cartes geographiques,Bonaparte,19,1,1,1,1,0.92,POINT (651158.5 6861976)
1907,DidotBottin_1907c,716,v2:2022-06-20,6344088,"ussey (H.), cartes a jouer, r. de la Banque,
20. (25)
.IÉLEPH 283.21.","<PER>ussey (H.),</PER> <ACT>cartes a jouer</ACT>, <LOC>r. de la Banque</LOC>, <CARDINAL>20</CARDINAL><TITRE>. (25)</TITRE> .IÉLEPH 283.21.","ussey (H.),",cartes a jouer,cartes a jouer,r. de la Banque,20,1,1,1,1,"NA",POINT EMPTY
1907,DidotBottin_1907c,716,v2:2022-06-20,6344100,"Puthon (F.). cartes-postates tlustrées, boul.

Tulálre.","<PER>Puthon (F.).</PER> <ACT>cartes-postates tlustrées</ACT>, <LOC>boul.  Tulálre</LOC>.",Puthon (F.).,cartes-postates tlustrées,cartes-postates tlustrees,boul.  Tulálre,NA,1,1,1,0,0.3936,POINT (649365.1 6862310)
1833,Bottin1_1833,140,v2:2022-06-20,6344748,"Eugène, remise à domicile de cartes, Prouvaires, 34.","<PER>Eugène</PER><ACT>, remise à domicile de cartes</ACT>, <LOC>Prouvaires</LOC>, <CARDINAL>34</CARDINAL>.",Eugène,", remise à domicile de cartes",", remise a domicile de cartes",Prouvaires,34,1,1,1,1,0.9,POINT (651932.6 6862720)
1899,DidotBottin_1899a,714,v2:2022-06-20,6350317,"
Maisonnave, cartes en euues
131.19.
et r. Mornay, 1. TÉLÉPH.
lingerie,
r.
des
R"," <PER>Maisonnave</PER><ACT>, cartes en euues</ACT> 131.19. et <LOC>r. Mornay</LOC>, <CARDINAL>1.</CARDINAL> <ACT>TÉLÉPH. lingerie</ACT>, <LOC>r. des R</LOC>",Maisonnave,"c("", cartes en euues"", ""TÉLÉPH. lingerie"")","c("", cartes en euues"", ""TELEPH. lingerie"")","c(""r. Mornay"", ""r. des R"")",1.,2,1,2,1,"0.64752, 0.7224","MULTIPOINT ((651433.1 6862799), (651804.1 6863705))"
1901,DidotBottin_1901a,680,v2:2022-06-20,6351021,"Gumery (F.), papters et cartes en gros, r. des
Blancs-Manteaux. 31 et 33. TÉLÉPH] 157.92.","<PER>Gumery (F.),</PER> <ACT>papters et cartes en gros</ACT>, <LOC>r. des Blancs-Manteaux</LOC>. <CARDINAL>31</CARDINAL> et <CARDINAL>33</CARDINAL>. <TITRE>TÉLÉPH]</TITRE> 157.92.","Gumery (F.),",papters et cartes en gros,papters et cartes en gros,r. des Blancs-Manteaux,"c(""31"", ""33"")",1,1,1,2,"NA",POINT EMPTY
1901,DidotBottin_1901a,680,v2:2022-06-20,6351123,"Guy Camille), cartes geographiques, av.
Wagrnni, 85","<PER>Guy Camille),</PER> <ACT>cartes geographiques</ACT><LOC>, av. Wagrnni</LOC>, <CARDINAL>85</CARDINAL>","Guy Camille),",cartes geographiques,cartes geographiques,", av. Wagrnni",85,1,1,1,1,0.46728,POINT (654598.1 6861827)
1859,DidotBottin_1859a,205,v2:2022-06-20,6360231,"Ducoudray *, conservateur des cartes et
plans au dépôt central de l'artillerie, place
St-Thomas-d'Aquin, I.","<PER>Ducoudray</PER> <TITRE>*</TITRE><ACT>, conservateur des cartes et plans au dépôt central de l'artillerie</ACT>, <LOC>place St-Thomas-d'Aquin</LOC>, <CARDINAL>I</CARDINAL>.",Ducoudray,", conservateur des cartes et plans au dépôt central de l'artillerie",", conservateur des cartes et plans au depot central de l'artillerie",place St-Thomas-d'Aquin,I,1,1,1,1,"NA",POINT EMPTY
1829,Deflandre_1829,870,v2:2022-06-20,6363772,"Chatelain, cartes a jouer, r. Bourg-l'Abbe, 18.","<PER>Chatelain</PER><ACT>, cartes a jouer</ACT>, <LOC>r. Bourg-l'Abbe</LOC>, <CARDINAL>18</CARDINAL>.",Chatelain,", cartes a jouer",", cartes a jouer",r. Bourg-l'Abbe,18,1,1,1,1,"NA",POINT EMPTY
1888,DidotBottin_1888,404,v2:2022-06-20,6367572,"Garassut, cartes et appareils cosmographi-
ques, rue Montmartre, 62.","<PER>Garassut</PER><ACT>, cartes et appareils cosmographi- ques</ACT><LOC>, rue Montmartre</LOC>, <CARDINAL>62</CARDINAL>.",Garassut,", cartes et appareils cosmographi- ques",", cartes et appareils cosmographi- ques",", rue Montmartre",62,1,1,1,1,0.87,POINT (651942.5 6863021)
1862,DidotBottin_1862a,251,v2:2022-06-20,6368546,"Daussy, employé au dépôt des cartes et plans
de la marine, Vaugirard, 57.","<PER>Daussy</PER><ACT>, employé au dépôt des cartes et plans de la marine</ACT><LOC>, Vaugirard</LOC>, <CARDINAL>57</CARDINAL>.",Daussy,", employé au dépôt des cartes et plans de la marine",", employe au depot des cartes et plans de la marine",", Vaugirard",57,1,1,1,1,1,POINT (650697.3 6861020)
1861,DidotBottin_1861a,188,v2:2022-06-20,6368681,"Chevallier, chef du magasin du dépôt général
des plans de la marme et des colonies. Uni-
versite, 13.","<PER>Chevallier</PER><ACT>, chef du magasin du dépôt général des plans de la marme et des colonies</ACT><LOC>. Uni- versite</LOC>, <CARDINAL>13</CARDINAL>.",Chevallier,", chef du magasin du dépôt général des plans de la marme et des colonies",", chef du magasin du depot general des plans de la marme et des colonies",. Uni- versite,13,1,1,1,1,0.44352,POINT (650825.1 6862093)
1901,DidotBottin_1901a,532,v2:2022-06-20,6374764,"Dechavannes (R.). fabr. de cartes en feuilles
et papiers photographiques, r. St-Denis,
227. TÉLEPH
145.69. Usme, boul. Voltaire,
228.
903.63.","<PER>Dechavannes (R.).</PER> <ACT>fabr. de cartes en feuilles et papiers photographiques</ACT>, <LOC>r. St-Denis</LOC>, <CARDINAL>227</CARDINAL>. TÉLEPH 145.69. <PER>Us</PER>me, <LOC>boul. Voltaire</LOC>, <CARDINAL>228</CARDINAL>. 903.63.","c(""Dechavannes (R.)."", ""Us"")",fabr. de cartes en feuilles et papiers photographiques,fabr. de cartes en feuilles et papiers photographiques,"c(""r. St-Denis"", ""boul. Voltaire"")","c(""227"", ""228"")",1,2,2,2,"0, NA",POINT EMPTY
1816,Panckoucke_hab_1816,417,v2:2022-06-20,6380592,"Loysel, march. de sphères et globes , r. des Noyers. 22.","<PER>Loysel</PER><ACT>, march. de sphères et globes</ACT> , <LOC>r. des Noyers</LOC>. <CARDINAL>22</CARDINAL>.",Loysel,", march. de sphères et globes",", march. de spheres et globes",r. des Noyers,22,1,1,1,1,0.58824,POINT (652120.5 6861330)
1894,DidotBottin_1894a,448,v2:2022-06-20,6382259,"Dubois, fabr. de cartes a boutons, rue du
Faub.-du Temple. 85","<PER>Dubois</PER><ACT>, fabr. de cartes a boutons</ACT>, <LOC>rue du Faub.-du Temple</LOC>. <CARDINAL>85</CARDINAL>",Dubois,", fabr. de cartes a boutons",", fabr. de cartes a boutons",rue du Faub.-du Temple,85,1,1,1,1,"NA",POINT EMPTY
1902,DidotBottin_1902a,1102,v2:2022-06-20,6383754,"Termier 44, ingen. en chef de mines, adjom
à la direct, de la carte géotogique détaillee
de la France, au ministére des Trav. Pu-
St-uerialn.
OltCs, boul.
Z1Á zík.","<PER>Termier</PER> <TITRE>44</TITRE><ACT>, ingen. en chef de mines, adjom à la direct, de la carte géotogique détaillee de la France, au ministére des Trav. Pu- St-uerialn. OltC</ACT>s, <LOC>boul. Z</LOC>1Á zík.",Termier,", ingen. en chef de mines, adjom à la direct, de la carte géotogique détaillee de la France, au ministére des Trav. Pu- St-uerialn. OltC",", ingen. en chef de mines, adjom a la direct, de la carte geotogique detaillee de la France, au ministere des Trav. Pu- St-uerialn. OltC",boul. Z,NA,1,1,1,0,0.50592,POINT (652787.8 6863383)
1816,Panckoucke_hab_1816,170,v2:2022-06-20,6383818,"cl.),—1er
géographe du roi,—m.
Buache, m. de l'Inst. (11e
du bur. des longit., — ingén. hydroge en ch. de la marine,
— conserv. des cartes, plans et archiv., r. Guénégaud. 18.","<PER>cl.),</PER>—<ACT>1er géographe du roi</ACT>,—<ACT>m. Buache, m. de l'Inst. (11e du bur. des longit., — ingén. hydroge en ch. de la marine, — conserv. des cartes, plans et archiv.</ACT>, <LOC>r. Guénégaud</LOC>. <CARDINAL>18</CARDINAL>.","cl.),","c(""1er géographe du roi"", ""m. Buache, m. de l'Inst. (11e du bur. des longit., — ingén. hydroge en ch. de la marine, — conserv. des cartes, plans et archiv."")","c(""1er geographe du roi"", ""m. Buache, m. de l'Inst. (11e du bur. des longit., - ingen. hydroge en ch. de la marine, - conserv. des cartes, plans et archiv."")",r. Guénégaud,18,2,1,1,1,0.828,POINT (651406.9 6861906)
1817,Panckoucke_hab_1817,571,v2:2022-06-20,6388328,"Susse, fabricant de papier et cartes, graveur sur métaux, etc.»
r. Basse-di-Rempart. 38.","<PER>Susse</PER><ACT>, fabricant de papier et cartes, graveur sur métaux, etc.»</ACT> <LOC>r. Basse-di-Rempart</LOC>. <CARDINAL>38</CARDINAL>.",Susse,", fabricant de papier et cartes, graveur sur métaux, etc.»",", fabricant de papier et cartes, graveur sur metaux, etc.>>",r. Basse-di-Rempart,38,1,1,1,1,"NA",POINT EMPTY
1879,DidotBottin_1879,482,v2:2022-06-20,6388722,"Maisonnave et Vincent, cartes en feuilles, Cril-
lon, 13, et Mornay, 1.","<PER>Maisonnave et Vincent</PER>, <ACT>cartes en feuilles</ACT><LOC>, Cril- lon</LOC>, <CARDINAL>13</CARDINAL>, et <LOC>Mornay</LOC>, <CARDINAL>1.</CARDINAL>",Maisonnave et Vincent,cartes en feuilles,cartes en feuilles,"c("", Cril- lon"", ""Mornay"")","c(""13"", ""1."")",1,1,2,2,"0.6966, 0.163842","MULTIPOINT ((652299.6 6860358), (654173 6863494))"
1871,DidotBottin_1871,282,v2:2022-06-20,6390903,"Fournié (ve
, fabr. de cartes en feuilles,
Amandiers-Charonne, 26, impasse Ronce, 5 bis.","<PER>Fournié (ve</PER> , <ACT>fabr. de cartes en feuilles</ACT><LOC>, Amandiers-Charonne</LOC>, <CARDINAL>26</CARDINAL>, <LOC>impasse Ronce</LOC>, <CARDINAL>5 bis</CARDINAL>.",Fournié (ve,fabr. de cartes en feuilles,fabr. de cartes en feuilles,"c("", Amandiers-Charonne"", ""impasse Ronce"")","c(""26"", ""5 bis"")",1,1,2,2,"NA, NA",POINT (652205.2 6861343)
1907,DidotBottin_1907c,263,v2:2022-06-20,6394165,"Crombac (Léon) et C°, papiers et cartes en
(100 .
gros, Faub.-St-Denis, 83.
TÉLÉPH
AA3.","<PER>Crombac (Léon) et C°</PER><ACT>, papiers et cartes en (100 . gros</ACT>, <LOC>Faub.-St-Denis</LOC>, <CARDINAL>83</CARDINAL>. TÉLÉPH AA3.",Crombac (Léon) et C°,", papiers et cartes en (100 . gros",", papiers et cartes en (100 . gros",Faub.-St-Denis,83,1,1,1,1,"NA",POINT EMPTY
1857,DidotBottin_1857a,328,v2:2022-06-20,6396371,"Langlois (H.), editeur de cartes géographi-
ques, Mazarine, 32.","<PER>Langlois (H.),</PER> <ACT>editeur de cartes géographi- ques</ACT><LOC>, Mazarine</LOC>, <CARDINAL>32</CARDINAL>.","Langlois (H.),",editeur de cartes géographi- ques,editeur de cartes geographi- ques,", Mazarine",32,1,1,1,1,1,POINT (651387 6861935)
1874,DidotBottin_1874a,321,v2:2022-06-20,6400162,"Gateric des plans et ratiefs, aux Invalides.","<PER>Gateric</PER> <ACT>des plans et ratiefs</ACT><LOC>, aux Invalides</LOC>.",Gateric,des plans et ratiefs,des plans et ratiefs,", aux Invalides",NA,1,1,1,0,"NA",POINT EMPTY
1887,DidotBottin_1887a,225,v2:2022-06-20,6400931,"Beaubecq, cartes en feuilles à façon, Asse-
II.
T.","<PER>Beaubecq</PER>, <ACT>cartes en feuilles à façon</ACT><LOC>, Asse- II</LOC>. <CARDINAL>T</CARDINAL>.",Beaubecq,cartes en feuilles à façon,cartes en feuilles a facon,", Asse- II",T,1,1,1,1,"NA",POINT EMPTY
1897,DidotBottin_1897a,310,v2:2022-06-20,6402653,"Agnus aîné, éditeur du plan de Paris omni-
bus, quai St-Michel, 13.","<PER>Agnus aîné</PER><ACT>, éditeur du plan de Paris omni- bus</ACT>, <LOC>quai St-Michel</LOC>, <CARDINAL>13</CARDINAL>.",Agnus aîné,", éditeur du plan de Paris omni- bus",", editeur du plan de Paris omni- bus",quai St-Michel,13,1,1,1,1,"NA",POINT EMPTY
1880,DidotBottin_1880a,198,v2:2022-06-20,6403655,"Bretin (Alexandre), fabr. de cartes en feuitles,
„Denis, 251.
S","<PER>Bretin (Alexandre),</PER> <ACT>fabr. de cartes en feuitles</ACT><LOC>, „Denis</LOC>, <CARDINAL>251.</CARDINAL> S","Bretin (Alexandre),",fabr. de cartes en feuitles,fabr. de cartes en feuitles,", „Denis",251.,1,1,1,1,0.7008,POINT (652914.3 6864787)
1898,DidotBottin_1898a,411,v2:2022-06-20,6403902,"Challamel ainé NC., libraire-éditeur et com-
missionnaire, librairie maritime et colo-
niale, cartes marines et géographiques, r.
Jacob, 17. TÉLEPH, 151.11; domicile, r. des
Boulanger","<PER>Challamel ainé</PER> <TITRE>NC</TITRE>.<ACT>, libraire-éditeur et com- missionnaire, librairie maritime et colo- niale, cartes marines et géographiques</ACT>, <LOC>r. Jacob</LOC>, <CARDINAL>17</CARDINAL>. TÉLEPH, <CARDINAL>15</CARDINAL>1.11; domicile, <LOC>r. des Boulanger</LOC>",Challamel ainé,", libraire-éditeur et com- missionnaire, librairie maritime et colo- niale, cartes marines et géographiques",", libraire-editeur et com- missionnaire, librairie maritime et colo- niale, cartes marines et geographiques","c(""r. Jacob"", ""r. des Boulanger"")","c(""17"", ""15"")",1,1,2,2,"NA, NA",POINT EMPTY
1873,DidotBottin_1873,187,v2:2022-06-20,6404214,"Boyer, cotteur accartes geographiques, Pierre-
Sa1","<PER>Boyer</PER><ACT>, cotteur accartes geographiques</ACT>, <LOC>Pierre- Sa</LOC>1",Boyer,", cotteur accartes geographiques",", cotteur accartes geographiques",Pierre- Sa,NA,1,1,1,0,0.555,POINT (651827.3 6863277)
1844,Didot_1844a,389,v2:2022-06-20,6404574,"Logerot (A. ), éditeur et marchand de cartes
geographiques, quai des Augustins, 55 3].","<PER>Logerot (A. ),</PER> <ACT>éditeur et marchand de cartes geographiques</ACT><LOC>, quai des Augustins</LOC>, <CARDINAL>55</CARDINAL> 3].","Logerot (A. ),",éditeur et marchand de cartes geographiques,editeur et marchand de cartes geographiques,", quai des Augustins",55,1,1,1,1,"NA",POINT EMPTY
1844,Didot_1844a,389,v2:2022-06-20,6404690,"Longuet, cartes géographiques, Paix, 6.","<PER>Longuet</PER><ACT>, cartes géographiques</ACT>, <LOC>Paix</LOC>, <CARDINAL>6</CARDINAL>.",Longuet,", cartes géographiques",", cartes geographiques",Paix,6,1,1,1,1,1,POINT (650911 6863386)
1844,Didot_1844a,389,v2:2022-06-20,6404695,"Longuet aîné, élig., papier, fab. de carton pâte
et cartes en feuilles, Lombards, 1.","<PER>Longuet aîné</PER><TITRE>, élig.</TITRE><ACT>, papier, fab. de carton pâte et cartes en feuilles</ACT><LOC>, Lombards</LOC>, <CARDINAL>1.</CARDINAL>",Longuet aîné,", papier, fab. de carton pâte et cartes en feuilles",", papier, fab. de carton pate et cartes en feuilles",", Lombards",1.,1,1,1,1,0.7568,POINT (652317.7 6862300)
1829,Deflandre_1829,935,v2:2022-06-20,6406755,"Goujon, cartes geog., r. du Bac, 6.","<PER>Goujon</PER><ACT>, cartes geog.</ACT>, <LOC>r. du Bac</LOC>, <CARDINAL>6</CARDINAL>.",Goujon,", cartes geog.",", cartes geog.",r. du Bac,6,1,1,1,1,"NA",POINT EMPTY
1852,Didot_1852a,409,v2:2022-06-20,6409485,"Vernert (J.-L. ), fab. de globes et garde-vue
en cristal, Tiquetonne, 16.","<PER>Vernert (J.-L. ),</PER> <ACT>fab. de globes et garde-vue en cristal</ACT>, <LOC>Tiquetonne</LOC>, <CARDINAL>16</CARDINAL>.","Vernert (J.-L. ),",fab. de globes et garde-vue en cristal,fab. de globes et garde-vue en cristal,Tiquetonne,16,1,1,1,1,0.18,POINT (651910.1 6862361)
1881,DidotBottin_1881,159,v2:2022-06-20,6414824,"Bellavoine, fabr. de papier quadrillé pour
mise en carte de dessins Jacquard, Faub.-
St-Denis,","<PER>Bellavoine</PER><ACT>, fabr. de papier quadrillé pour mise en carte de dessins Jacquard</ACT>, <LOC>Faub.- St-Denis</LOC>,",Bellavoine,", fabr. de papier quadrillé pour mise en carte de dessins Jacquard",", fabr. de papier quadrille pour mise en carte de dessins Jacquard",Faub.- St-Denis,NA,1,1,1,0,"NA",POINT EMPTY
1841,Didot_1841a,178,v2:2022-06-20,6417101,"Blaizot, estampes, cartes geographiques. St-
Th mas-du-Louvre, 22.","<PER>Blaizot</PER><ACT>, estampes, cartes geographiques</ACT>. <LOC>St- Th mas-du-Louvre</LOC>, <CARDINAL>22</CARDINAL>.",Blaizot,", estampes, cartes geographiques",", estampes, cartes geographiques",St- Th mas-du-Louvre,22,1,1,1,1,"NA",POINT (653231.6 6865978)
1870,DidotBottin_1870a,341,v2:2022-06-20,6420357,"Gay (V.“ François), fabr. de carton-pâte et
cartes en feuilies, Michel-le-Comte, 5 et","<PER>Gay (V.“ François),</PER> <ACT>fabr. de carton-pâte et cartes en feuilies</ACT>, <LOC>Michel-le-Comte</LOC>, <CARDINAL>5</CARDINAL> et","Gay (V.“ François),",fabr. de carton-pâte et cartes en feuilies,fabr. de carton-pate et cartes en feuilies,Michel-le-Comte,5,1,1,1,1,"NA",POINT EMPTY
1893,DidotBottin_1893a,495,v2:2022-06-20,6421590,"Geffroy (Ch.), entoilage et vernissage de plans
et cartes géographiques, quai des Grands
I5.
Augustins,","<PER>Geffroy (Ch.),</PER> <ACT>entoilage et vernissage de plans et cartes géographiques</ACT>, <LOC>quai des Grands I5. Augustin</LOC>s,","Geffroy (Ch.),",entoilage et vernissage de plans et cartes géographiques,entoilage et vernissage de plans et cartes geographiques,quai des Grands I5. Augustin,NA,1,1,1,0,"NA",POINT EMPTY
1908,DidotBottin_1908a,58,v2:2022-06-20,6423835,"Aubrecq (Ch. Joly succ.), impruneur spectal
de cartes à boutons, Faub. du Temple, 42.
(f1*). TĚLÉPH 937 29.","<PER>Aubrecq (Ch. Joly succ.),</PER> <ACT>impruneur spectal de cartes à boutons</ACT>, <LOC>Faub. du Temple</LOC>, <CARDINAL>42</CARDINAL>. (f1<TITRE>*</TITRE>). TĚLÉPH 937 29.","Aubrecq (Ch. Joly succ.),",impruneur spectal de cartes à boutons,impruneur spectal de cartes a boutons,Faub. du Temple,42,1,1,1,1,0.787152,POINT (653709.2 6863431)
1827,Bottin1_1827,233,v2:2022-06-20,6424834,"Michel, f. cartes, S.-Martin, 82.","<PER>Michel</PER>, <ACT>f. cartes</ACT>, <LOC>S.-Martin</LOC>, <CARDINAL>82</CARDINAL>.",Michel,f. cartes,f. cartes,S.-Martin,82,1,1,1,1,0.6324,POINT (652787.8 6863383)
1854,Bottin3_1854a,218,v2:2022-06-20,6425067,"Finet, globes pour lampes, Grande-Truanderie, 53.","<PER>Finet</PER><ACT>, globes pour lampes</ACT>, <LOC>Grande-Truanderie</LOC>, <CARDINAL>53</CARDINAL>.",Finet,", globes pour lampes",", globes pour lampes",Grande-Truanderie,53,1,1,1,1,0.734976,POINT (652082.6 6862782)
1879,DidotBottin_1879,155,v2:2022-06-20,6426022,"—vu, cartes d'échantillons, Sentier, 17.
Barra, fournitures.","—<PER>vu</PER><ACT>, cartes d</ACT>'<ACT>échantillons</ACT>, <LOC>Sentier</LOC>, <CARDINAL>17</CARDINAL>. <ACT>Bar</ACT>ra<ACT>, fournitures</ACT>.",vu,"c("", cartes d"", ""échantillons"", ""Bar"", "", fournitures"")","c("", cartes d"", ""echantillons"", ""Bar"", "", fournitures"")",Sentier,17,4,1,1,1,1,POINT (651994.5 6863386)
1880,DidotBottin_1880a,656,v2:2022-06-20,6429694,"Vander, cartes d'échantillons, cour des Peti-
tes-Ecuries, 21.","<PER>Vander</PER><ACT>, cartes d</ACT>'<ACT>échantillons</ACT>, <LOC>cour des Peti- tes-Ecuries</LOC>, <CARDINAL>21</CARDINAL>.",Vander,"c("", cartes d"", ""échantillons"")","c("", cartes d"", ""echantillons"")",cour des Peti- tes-Ecuries,21,2,1,1,1,"NA",POINT EMPTY
1901,DidotBottin_1901a,350,v2:2022-06-20,6446965,"jadina et Klem, cartes phtotographiques, r.
96
Michel-le-Comt","<PER>jadina et Klem</PER>, <ACT>cartes phtotographiques</ACT>, <LOC>r. 96 Michel-le-Com</LOC>t",jadina et Klem,cartes phtotographiques,cartes phtotographiques,r. 96 Michel-le-Com,NA,1,1,1,0,"NA",POINT EMPTY
1860,DidotBottin_1860a,211,v2:2022-06-20,6447520,"Deschamps (Eug.) , conservateur du plan de
Paris, Rivoli, 82.","<PER>Deschamps (Eug.)</PER> <ACT>, conservateur du plan de Paris</ACT><LOC>, Rivoli</LOC>, <CARDINAL>82</CARDINAL>.",Deschamps (Eug.),", conservateur du plan de Paris",", conservateur du plan de Paris",", Rivoli",82,1,1,1,1,1,POINT (652336.6 6862184)
